type	code	text	display_level	selectable	sort_sequence
4	19404X	Geological and petroleum technicians	3	T	282
4	194051	Nuclear technicians	4	T	285
4	19405X	Nuclear technicians	3	T	284
4	194091	Environmental science and protection technicians, including health	4	T	289
4	194093	Forest and conservation technicians	4	T	291
4	19409X	Miscellaneous life, physical, and social science technicians	3	T	288
4	194XXX	Life, physical, and social science technicians	2	T	275
4	19XXXX	Life, physical, and social science occupations	1	T	222
4	211011	Substance abuse and behavioral disorder counselors	4	T	296
4	211014	Mental health counselors	4	T	299
4	211015	Rehabilitation counselors	4	T	300
4	21101X	Counselors	3	T	295
4	211021	Child, family, and school social workers	4	T	303
4	211022	Healthcare social workers	4	T	304
4	21102X	Social workers	3	T	302
4	211092	Probation officers and correctional treatment specialists	4	T	309
4	211093	Social and human service assistants	4	T	310
4	21109X	Miscellaneous community and social service specialists	3	T	307
4	211XXX	Counselors, social workers, and other community and social service specialists	2	T	294
4	212011	Clergy	4	T	315
4	21201X	Clergy	3	T	314
4	212021	Directors, religious activities and education	4	T	317
4	21202X	Directors, religious activities and education	3	T	316
4	21209X	Miscellaneous religious workers	3	T	318
4	212XXX	Religious workers	2	T	313
4	21XXXX	Community and social services occupations	1	T	293
4	231011	Lawyers	4	T	323
4	23101X	Lawyers and judicial law clerks	3	T	322
4	231XXX	Lawyers, judges, and related workers	2	T	321
4	23XXXX	Legal occupations	1	T	320
4	251021	Computer science teachers, postsecondary	4	T	341
4	251022	Mathematical science teachers, postsecondary	4	T	342
4	25102X	Math and computer teachers, postsecondary	3	T	340
4	251071	Health specialties teachers, postsecondary	4	T	365
4	25107X	Health teachers, postsecondary	3	T	364
4	25119X	Miscellaneous postsecondary teachers	3	T	381
4	251XXX	Postsecondary teachers	2	T	337
4	252021	Elementary school teachers, except special education	4	T	392
4	25202X	Elementary and middle school teachers	3	T	391
4	252031	Secondary school teachers, except special and career/technical education	4	T	396
4	252032	Career/technical education teachers, secondary school	4	T	397
4	25203X	Secondary school teachers	3	T	395
4	252052	Special education teachers, kindergarten and elementary school	4	T	400
4	25205X	Special education teachers	3	T	398
4	252XXX	Preschool, primary, secondary, and special education school teachers	2	T	387
4	253021	Self-enrichment education teachers	4	T	408
4	25302X	Self-enrichment education teachers	3	T	407
4	253XXX	Other teachers and instructors	2	T	404
4	254021	Librarians	4	T	417
4	25402X	Librarians	3	T	416
4	254031	Library technicians	4	T	419
4	25403X	Library technicians	3	T	418
4	254XXX	Librarians, curators, and archivists	2	T	411
4	259041	Teacher assistants	4	T	428
4	25904X	Teacher assistants	3	T	427
4	259XXX	Other education, training, and library occupations	2	T	420
4	25XXXX	Education, training, and library occupations	1	T	336
4	271012	Craft artists	4	T	435
4	271013	Fine artists, including painters, sculptors, and illustrators	4	T	436
4	27101X	Artists and related workers	3	T	433
4	271023	Floral designers	4	T	442
4	271024	Graphic designers	4	T	443
4	27102X	Designers	3	T	439
4	271XXX	Art and design workers	2	T	432
4	272012	Producers and directors	4	T	451
4	27201X	Actors, producers, and directors	3	T	449
4	272021	Athletes and sports competitors	4	T	453
4	272022	Coaches and scouts	4	T	454
4	272023	Umpires, referees, and other sports officials	4	T	455
4	27202X	Athletes, coaches, umpires, and related workers	3	T	452
4	272042	Musicians and singers	4	T	461
4	27204X	Musicians, singers, and related workers	3	T	459
4	27209X	Miscellaneous entertainers and performers, sports and related workers	3	T	462
4	272XXX	Entertainers and performers, sports and related workers	2	T	448
4	273022	Reporters and correspondents	4	T	470
4	27302X	News analysts, reporters and correspondents	3	T	468
4	273043	Writers and authors	4	T	476
4	27304X	Writers and editors	3	T	473
4	273XXX	Media and communication workers	2	T	464
4	274021	Photographers	4	T	487
4	27402X	Photographers	3	T	486
4	274XXX	Media and communication equipment workers	2	T	480
4	27XXXX	Arts, design, entertainment, sports, and media occupations	1	T	431
4	291021	Dentists, general	4	T	498
4	29102X	Dentists	3	T	497
4	291041	Optometrists	4	T	506
4	29104X	Optometrists	3	T	505
4	291051	Pharmacists	4	T	508
4	29105X	Pharmacists	3	T	507
4	291062	Family and general practitioners	4	T	511
4	291066	Psychiatrists	4	T	515
4	291067	Surgeons	4	T	516
4	29106X	Physicians and surgeons	3	T	509
4	291071	Physician assistants	4	T	519
4	29107X	Physician assistants	3	T	518
4	291126	Respiratory therapists	4	T	527
4	29112X	Therapists	3	T	522
4	291131	Veterinarians	4	T	532
4	29113X	Veterinarians	3	T	531
4	291141	Registered nurses	4	T	534
4	29114X	Registered nurses	3	T	533
4	29119X	Miscellaneous health diagnosing and treating practitioners	3	T	543
4	291XXX	Health diagnosing and treating practitioners	2	T	494
4	292041	Emergency medical technicians and paramedics	4	T	558
4	29204X	Emergency medical technicians and paramedics	3	T	557
4	292056	Veterinary technologists and technicians	4	T	565
4	29205X	Health practitioner support technologists and technicians	3	T	559
4	292061	Licensed practical and licensed vocational nurses	4	T	568
4	29206X	Licensed practical and licensed vocational nurses	3	T	567
4	292XXX	Health technologists and technicians	2	T	545
4	299011	Occupational health and safety specialists	4	T	578
4	29901X	Occupational health and safety specialists and technicians	3	T	577
4	299XXX	Other healthcare practitioners and technical occupations	2	T	576
4	29XXXX	Healthcare practitioners and technical occupations	1	T	493
4	311011	Home health aides	4	T	587
4	311013	Psychiatric aides	4	T	588
4	311014	Nursing assistants	4	T	589
4	31101X	Nursing, psychiatric, and home health aides	3	T	586
4	311XXX	Nursing, psychiatric, and home health aides	2	T	585
4	319011	Massage therapists	4	T	600
4	31901X	Massage therapists	3	T	599
4	31909X	Miscellaneous healthcare support occupations	3	T	601
4	319XXX	Other healthcare support occupations	2	T	598
4	31XXXX	Healthcare support occupations	1	T	583
4	331011	First-line supervisors of correctional officers	4	T	613
4	331012	First-line supervisors of police and detectives	4	T	614
4	33101X	First-line supervisors of law enforcement workers	3	T	612
4	331021	First-line supervisors of fire fighting and prevention workers	4	T	616
4	33102X	First-line supervisors of fire fighting and prevention workers	3	T	615
4	33109X	Miscellaneous first-line supervisors, protective service workers	3	T	617
4	331XXX	Supervisors of protective service workers	2	T	611
4	332011	Firefighters	4	T	621
4	33201X	Firefighters	3	T	620
4	332XXX	Fire fighting and prevention workers	2	T	619
4	333012	Correctional officers and jailers	4	T	628
4	33301X	Bailiffs, correctional officers, and jailers	3	T	626
4	333021	Detectives and criminal investigators	4	T	630
4	33302X	Detectives and criminal investigators	3	T	629
4	333031	Fish and game wardens	4	T	632
4	33303X	Fish and game wardens	3	T	631
4	333041	Parking enforcement workers	4	T	634
4	33304X	Parking enforcement workers	3	T	633
4	333051	Police and sheriff's patrol officers	4	T	636
4	33305X	Police officers	3	T	635
4	333XXX	Law enforcement workers	2	T	625
4	339011	Animal control workers	4	T	640
4	33901X	Animal control workers	3	T	639
4	339021	Private detectives and investigators	4	T	642
4	33902X	Private detectives and investigators	3	T	641
4	339032	Security guards	4	T	645
4	33903X	Security guards and gaming surveillance officers	3	T	643
4	339091	Crossing guards	4	T	647
4	33909X	Miscellaneous protective service workers	3	T	646
4	339XXX	Other protective service workers	2	T	638
4	33XXXX	Protective service occupations	1	T	610
4	351011	Chefs and head cooks	4	T	654
4	351012	First-line supervisors of food preparation and serving workers	4	T	655
4	35101X	First-line supervisors of food preparation and serving workers	3	T	653
4	351XXX	Supervisors of food preparation and serving workers	2	T	652
4	352012	Cooks, institution and cafeteria	4	T	659
4	352014	Cooks, restaurant	4	T	661
4	35201X	Cooks	3	T	657
4	352021	Food preparation workers	4	T	665
4	35202X	Food preparation workers	3	T	664
4	352XXX	Cooks and food preparation workers	2	T	656
4	353011	Bartenders	4	T	668
4	35301X	Bartenders	3	T	667
4	353021	Combined food preparation and serving workers, including fast food	4	T	670
4	353022	Counter attendants, cafeteria, food concession, and coffee shop	4	T	671
4	35302X	Fast food and counter workers	3	T	669
4	353031	Waiters and waitresses	4	T	673
4	35303X	Waiters and waitresses	3	T	672
4	353XXX	Food and beverage serving workers	2	T	666
4	359011	Dining room and cafeteria attendants and bartender helpers	4	T	678
4	35901X	Dining room and cafeteria attendants and bartender helpers	3	T	677
4	359XXX	Other food preparation and serving related workers	2	T	676
4	35XXXX	Food preparation and serving related occupations	1	T	651
4	371011	First-line supervisors of housekeeping and janitorial workers	4	T	688
4	371012	First-line supervisors of landscaping, lawn service, and groundskeeping workers	4	T	689
4	37101X	First-line supervisors of building and grounds cleaning and maintenance workers	3	T	687
4	371XXX	Supervisors of building and grounds cleaning and maintenance workers	2	T	686
4	372011	Janitors and cleaners, except maids and housekeeping cleaners	4	T	692
4	372012	Maids and housekeeping cleaners	4	T	693
4	37201X	Building cleaning workers	3	T	691
4	372021	Pest control workers	4	T	696
4	37202X	Pest control workers	3	T	695
4	372XXX	Building cleaning and pest control workers	2	T	690
4	373011	Landscaping and groundskeeping workers	4	T	699
4	373012	Pesticide handlers, sprayers, and applicators, vegetation	4	T	700
4	373013	Tree trimmers and pruners	4	T	701
4	37301X	Grounds maintenance workers	3	T	698
4	373XXX	Grounds maintenance workers	2	T	697
4	37XXXX	Building and grounds cleaning and maintenance occupations	1	T	685
4	391021	First-line supervisors of personal service workers	4	T	709
4	39102X	First-line supervisors of personal service workers	3	T	708
4	391XXX	Supervisors of personal care and service workers	2	T	704
4	392011	Animal trainers	4	T	712
4	39201X	Animal trainers	3	T	711
4	392021	Nonfarm animal caretakers	4	T	714
4	39202X	Nonfarm animal caretakers	3	T	713
4	392XXX	Animal care and service workers	2	T	710
4	393031	Ushers, lobby attendants, and ticket takers	4	T	723
4	39303X	Ushers, lobby attendants, and ticket takers	3	T	722
4	393091	Amusement and recreation attendants	4	T	725
4	39309X	Miscellaneous entertainment attendants and related workers	3	T	724
4	393XXX	Entertainment attendants and related workers	2	T	715
4	394031	Morticians, undertakers, and funeral directors	4	T	735
4	39403X	Morticians, undertakers, and funeral directors	3	T	734
4	394XXX	Funeral service workers	2	T	729
4	395011	Barbers	4	T	738
4	395012	Hairdressers, hairstylists, and cosmetologists	4	T	739
4	39501X	Barbers, hairdressers, hairstylists and cosmetologists	3	T	737
4	395092	Manicurists and pedicurists	4	T	742
4	39509X	Miscellaneous personal appearance workers	3	T	740
4	395XXX	Personal appearance workers	2	T	736
4	397011	Tour guides and escorts	4	T	751
4	397012	Travel guides	4	T	752
4	39701X	Tour and travel guides	3	T	750
4	397XXX	Tour and travel guides	2	T	749
4	399011	Childcare workers	4	T	755
4	39901X	Childcare workers	3	T	754
4	399021	Personal care aides	4	T	757
4	39902X	Personal care aides	3	T	756
4	399032	Recreation workers	4	T	760
4	39903X	Recreation and fitness workers	3	T	758
4	399041	Residential advisors	4	T	762
4	39904X	Residential advisors	3	T	761
4	399XXX	Other personal care and service workers	2	T	753
4	39XXXX	Personal care and service occupations	1	T	703
4	411011	First-line supervisors of retail sales workers	4	T	768
4	411012	First-line supervisors of non-retail sales workers	4	T	769
4	41101X	First-line supervisors of sales workers	3	T	767
4	411XXX	Supervisors of sales workers	2	T	766
4	412011	Cashiers	4	T	772
4	41201X	Cashiers	3	T	771
4	412021	Counter and rental clerks	4	T	775
4	41202X	Counter and rental clerks and parts salespersons	3	T	774
4	412031	Retail salespersons	4	T	778
4	41203X	Retail salespersons	3	T	777
4	412XXX	Retail sales workers	2	T	770
4	413011	Advertising sales agents	4	T	781
4	41301X	Advertising sales agents	3	T	780
4	413021	Insurance sales agents	4	T	783
4	41302X	Insurance sales agents	3	T	782
4	413031	Securities, commodities, and financial services sales agents	4	T	785
4	41303X	Securities, commodities, and financial services sales agents	3	T	784
4	41309X	Miscellaneous sales representatives, services	3	T	788
4	413XXX	Sales representatives, services	2	T	779
4	414011	Sales representatives, wholesale and manufacturing, technical and scientific products	4	T	792
4	414012	Sales representatives, wholesale and manufacturing, except technical and scientific products	4	T	793
4	41401X	Sales representatives, wholesale and manufacturing	3	T	791
4	414XXX	Sales representatives, wholesale and manufacturing	2	T	790
4	419021	Real estate brokers	4	T	799
4	419022	Real estate sales agents	4	T	800
4	41902X	Real estate brokers and sales agents	3	T	798
4	419091	Door-to-door sales workers, news and street vendors, and related workers	4	T	806
4	41909X	Miscellaneous sales and related workers	3	T	805
4	419XXX	Other sales and related workers	2	T	794
4	41XXXX	Sales and related occupations	1	T	765
4	431011	First-line supervisors of office and administrative support workers	4	T	811
4	43101X	First-line supervisors of office and administrative support workers	3	T	810
4	431XXX	Supervisors of office and administrative support workers	2	T	809
4	433011	Bill and account collectors	4	T	821
4	43301X	Bill and account collectors	3	T	820
4	433031	Bookkeeping, accounting, and auditing clerks	4	T	825
4	43303X	Bookkeeping, accounting, and auditing clerks	3	T	824
4	433061	Procurement clerks	4	T	831
4	43306X	Procurement clerks	3	T	830
4	433071	Tellers	4	T	833
4	43307X	Tellers	3	T	832
4	43309X	Miscellaneous financial clerks	3	T	834
4	433XXX	Financial clerks	2	T	819
4	434051	Customer service representatives	4	T	846
4	43405X	Customer service representatives	3	T	845
4	434071	File clerks	4	T	850
4	43407X	File clerks	3	T	849
4	434081	Hotel, motel, and resort desk clerks	4	T	852
4	43408X	Hotel, motel, and resort desk clerks	3	T	851
4	434111	Interviewers, except eligibility and loan	4	T	854
4	43411X	Interviewers, except eligibility and loan	3	T	853
4	434171	Receptionists and information clerks	4	T	866
4	43417X	Receptionists and information clerks	3	T	865
4	434XXX	Information and record clerks	2	T	836
4	435011	Cargo and freight agents	4	T	873
4	43501X	Cargo and freight agents	3	T	872
4	435021	Couriers and messengers	4	T	875
4	43502X	Couriers and messengers	3	T	874
4	435032	Dispatchers, except police, fire, and ambulance	4	T	878
4	43503X	Dispatchers	3	T	876
4	435052	Postal service mail carriers	4	T	883
4	43505X	Postal service workers	3	T	881
4	435071	Shipping, receiving, and traffic clerks	4	T	888
4	43507X	Shipping, receiving, and traffic clerks	3	T	887
4	435081	Stock clerks and order fillers	4	T	890
4	43508X	Stock clerks and order fillers	3	T	889
4	435XXX	Material recording, scheduling, dispatching, and distributing workers	2	T	871
4	436013	Medical secretaries	4	T	897
4	436014	Secretaries and administrative assistants, except legal, medical, and executive	4	T	898
4	43601X	Secretaries and administrative assistants	3	T	894
4	436XXX	Secretaries and administrative assistants	2	T	893
4	439041	Insurance claims and policy processing clerks	4	T	908
4	43904X	Insurance claims and policy processing clerks	3	T	907
4	439061	Office clerks, general	4	T	912
4	43906X	Office clerks, general	3	T	911
4	43919X	Miscellaneous office and administrative support workers	3	T	919
4	439XXX	Other office and administrative support workers	2	T	899
4	43XXXX	Office and administrative support occupations	1	T	808
4	451011	First-line supervisors of farming, fishing, and forestry workers	4	T	924
4	45101X	First-line supervisors of farming, fishing, and forestry workers	3	T	923
4	451XXX	Supervisors of farming, fishing, and forestry workers	2	T	922
4	452011	Agricultural inspectors	4	T	927
4	45201X	Agricultural inspectors	3	T	926
4	452021	Animal breeders	4	T	929
4	45202X	Animal breeders	3	T	928
4	452091	Agricultural equipment operators	4	T	933
4	452092	Farmworkers and laborers, crop, nursery, and greenhouse	4	T	934
4	452093	Farmworkers, farm, ranch, and aquacultural animals	4	T	935
4	45209X	Miscellaneous agricultural workers	3	T	932
4	452XXX	Agricultural workers	2	T	925
4	453011	Fishers and related fishing workers	4	T	939
4	45301X	Fishers and related fishing workers	3	T	938
4	453021	Hunters and trappers	4	T	941
4	45302X	Hunters and trappers	3	T	940
4	453XXX	Fishing and hunting workers	2	T	937
4	454011	Forest and conservation workers	4	T	944
4	45401X	Forest and conservation workers	3	T	943
4	454021	Fallers	4	T	946
4	454022	Logging equipment operators	4	T	947
4	45402X	Logging workers	3	T	945
4	454XXX	Forest, conservation, and logging workers	2	T	942
4	45XXXX	Farming, fishing, and forestry occupations	1	T	921
4	471011	First-line supervisors of construction trades and extraction workers	4	T	953
4	47101X	First-line supervisors of construction trades and extraction workers	3	T	952
4	471XXX	Supervisors of construction and extraction workers	2	T	951
4	472021	Brickmasons and blockmasons	4	T	958
4	47202X	Brickmasons, blockmasons, and stonemasons	3	T	957
4	472031	Carpenters	4	T	961
4	47203X	Carpenters	3	T	960
4	472041	Carpet installers	4	T	963
4	472044	Tile and marble setters	4	T	966
4	47204X	Carpet, floor, and tile installers and finishers	3	T	962
4	472051	Cement masons and concrete finishers	4	T	968
4	47205X	Cement masons, concrete finishers, and terrazzo workers	3	T	967
4	472061	Construction laborers	4	T	971
4	47206X	Construction laborers	3	T	970
4	472071	Paving, surfacing, and tamping equipment operators	4	T	973
4	472073	Operating engineers and other construction equipment operators	4	T	975
4	47207X	Construction equipment operators	3	T	972
4	472081	Drywall and ceiling tile installers	4	T	977
4	47208X	Drywall installers, ceiling tile installers, and tapers	3	T	976
4	472111	Electricians	4	T	980
4	47211X	Electricians	3	T	979
4	472131	Insulation workers, floor, ceiling, and wall	4	T	984
4	472132	Insulation workers, mechanical	4	T	985
4	47213X	Insulation workers	3	T	983
4	472141	Painters, construction and maintenance	4	T	987
4	472142	Paperhangers	4	T	988
4	47214X	Painters and paperhangers	3	T	986
4	472151	Pipelayers	4	T	990
4	472152	Plumbers, pipefitters, and steamfitters	4	T	991
4	47215X	Pipelayers, plumbers, pipefitters, and steamfitters	3	T	989
4	472161	Plasterers and stucco masons	4	T	993
4	47216X	Plasterers and stucco masons	3	T	992
4	472181	Roofers	4	T	997
4	47218X	Roofers	3	T	996
4	472211	Sheet metal workers	4	T	999
4	47221X	Sheet metal workers	3	T	998
4	472221	Structural iron and steel workers	4	T	1001
4	47222X	Structural iron and steel workers	3	T	1000
4	472XXX	Construction trades workers	2	T	954
4	473012	Helpers--carpenters	4	T	1007
4	473013	Helpers--electricians	4	T	1008
4	473015	Helpers--pipelayers, plumbers, pipefitters, and steamfitters	4	T	1010
4	47301X	Helpers, construction trades	3	T	1005
4	473XXX	Helpers, construction trades	2	T	1004
4	474011	Construction and building inspectors	4	T	1015
4	47401X	Construction and building inspectors	3	T	1014
4	474021	Elevator installers and repairers	4	T	1017
4	47402X	Elevator installers and repairers	3	T	1016
4	474041	Hazardous materials removal workers	4	T	1021
4	47404X	Hazardous materials removal workers	3	T	1020
4	474051	Highway maintenance workers	4	T	1023
4	47405X	Highway maintenance workers	3	T	1022
4	474061	Rail-track laying and maintenance equipment operators	4	T	1025
4	47406X	Rail-track laying and maintenance equipment operators	3	T	1024
4	474071	Septic tank servicers and sewer pipe cleaners	4	T	1027
4	47407X	Septic tank servicers and sewer pipe cleaners	3	T	1026
4	474XXX	Other construction and related workers	2	T	1013
4	475011	Derrick operators, oil and gas	4	T	1033
4	475012	Rotary drill operators, oil and gas	4	T	1034
4	475013	Service unit operators, oil, gas, and mining	4	T	1035
4	47501X	Derrick, rotary drill, and service unit operators, oil, gas, and mining	3	T	1032
4	475021	Earth drillers, except oil and gas	4	T	1037
4	47502X	Earth drillers, except oil and gas	3	T	1036
4	475031	Explosives workers, ordnance handling experts, and blasters	4	T	1039
4	47503X	Explosives workers, ordnance handling experts, and blasters	3	T	1038
4	475041	Continuous mining machine operators	4	T	1041
4	47504X	Mining machine operators	3	T	1040
4	475051	Rock splitters, quarry	4	T	1045
4	47505X	Rock splitters, quarry	3	T	1044
4	475061	Roof bolters, mining	4	T	1047
4	47506X	Roof bolters, mining	3	T	1046
4	475071	Roustabouts, oil and gas	4	T	1049
4	47507X	Roustabouts, oil and gas	3	T	1048
4	475081	Helpers--extraction workers	4	T	1051
4	47508X	Helpers--extraction workers	3	T	1050
4	47509X	Miscellaneous extraction workers	3	T	1052
4	475XXX	Extraction workers	2	T	1031
4	47XXXX	Construction and extraction occupations	1	T	950
4	491011	First-line supervisors of mechanics, installers, and repairers	4	T	1057
4	49101X	First-line supervisors of mechanics, installers, and repairers	3	T	1056
4	491XXX	Supervisors of installation, maintenance, and repair workers	2	T	1055
4	492011	Computer, automated teller, and office machine repairers	4	T	1060
4	49201X	Computer, automated teller, and office machine repairers	3	T	1059
4	492021	Radio, cellular, and tower equipment installers and repairers	4	T	1062
4	492022	Telecommunications equipment installers and repairers, except line installers	4	T	1063
4	49202X	Radio and telecommunications equipment installers and repairers	3	T	1061
4	492092	Electric motor, power tool, and related repairers	4	T	1066
4	492094	Electrical and electronics repairers, commercial and industrial equipment	4	T	1068
4	492095	Electrical and electronics repairers, powerhouse, substation, and relay	4	T	1069
4	492097	Electronic home entertainment equipment installers and repairers	4	T	1071
4	492098	Security and fire alarm systems installers	4	T	1072
4	49209X	Miscellaneous electrical and electronic equipment mechanics, installers, and repairers	3	T	1064
4	492XXX	Electrical and electronic equipment mechanics, installers, and repairers	2	T	1058
4	493011	Aircraft mechanics and service technicians	4	T	1075
4	49301X	Aircraft mechanics and service technicians	3	T	1074
4	493021	Automotive body and related repairers	4	T	1077
4	493023	Automotive service technicians and mechanics	4	T	1079
4	49302X	Automotive technicians and repairers	3	T	1076
4	493031	Bus and truck mechanics and diesel engine specialists	4	T	1081
4	49303X	Bus and truck mechanics and diesel engine specialists	3	T	1080
4	493041	Farm equipment mechanics and service technicians	4	T	1083
4	493042	Mobile heavy equipment mechanics, except engines	4	T	1084
4	49304X	Heavy vehicle and mobile equipment service technicians and mechanics	3	T	1082
4	493051	Motorboat mechanics and service technicians	4	T	1087
4	493053	Outdoor power equipment and other small engine mechanics	4	T	1089
4	49305X	Small engine mechanics	3	T	1086
4	493092	Recreational vehicle service technicians	4	T	1092
4	493093	Tire repairers and changers	4	T	1093
4	49309X	Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers	3	T	1090
4	493XXX	Vehicle and mobile equipment mechanics, installers, and repairers	2	T	1073
4	499011	Mechanical door repairers	4	T	1096
4	499012	Control and valve installers and repairers, except mechanical door	4	T	1097
4	49901X	Control and valve installers and repairers	3	T	1095
4	499021	Heating, air conditioning, and refrigeration mechanics and installers	4	T	1099
4	49902X	Heating, air conditioning, and refrigeration mechanics and installers	3	T	1098
4	499031	Home appliance repairers	4	T	1101
4	49903X	Home appliance repairers	3	T	1100
4	499041	Industrial machinery mechanics	4	T	1103
4	499043	Maintenance workers, machinery	4	T	1104
4	499044	Millwrights	4	T	1105
4	499045	Refractory materials repairers, except brickmasons	4	T	1106
4	49904X	Industrial machinery installation, repair, and maintenance workers	3	T	1102
4	499051	Electrical power-line installers and repairers	4	T	1108
4	499052	Telecommunications line installers and repairers	4	T	1109
4	49905X	Line installers and repairers	3	T	1107
4	499071	Maintenance and repair workers, general	4	T	1117
4	49907X	Maintenance and repair workers, general	3	T	1116
4	499091	Coin, vending, and amusement machine servicers and repairers	4	T	1121
4	499092	Commercial divers	4	T	1122
4	499095	Manufactured building and mobile home installers	4	T	1125
4	499096	Riggers	4	T	1126
4	499098	Helpers--installation, maintenance, and repair workers	4	T	1128
4	49909X	Miscellaneous installation, maintenance, and repair workers	3	T	1120
4	499XXX	Other installation, maintenance, and repair occupations	2	T	1094
4	49XXXX	Installation, maintenance, and repair occupations	1	T	1054
4	511011	First-line supervisors of production and operating workers	4	T	1133
4	51101X	First-line supervisors of production and operating workers	3	T	1132
4	511XXX	Supervisors of production workers	2	T	1131
4	512031	Engine and other machine assemblers	4	T	1142
4	51203X	Engine and other machine assemblers	3	T	1141
4	512041	Structural metal fabricators and fitters	4	T	1144
4	51204X	Structural metal fabricators and fitters	3	T	1143
4	51209X	Miscellaneous assemblers and fabricators	3	T	1145
4	512XXX	Assemblers and fabricators	2	T	1134
4	513011	Bakers	4	T	1152
4	51301X	Bakers	3	T	1151
4	513021	Butchers and meat cutters	4	T	1154
4	513022	Meat, poultry, and fish cutters and trimmers	4	T	1155
4	513023	Slaughterers and meat packers	4	T	1156
4	51302X	Butchers and other meat, poultry, and fish processing workers	3	T	1153
4	513XXX	Food processing workers	2	T	1150
4	514023	Rolling machine setters, operators, and tenders, metal and plastic	4	T	1169
4	51402X	Forming machine setters, operators, and tenders, metal and plastic	3	T	1166
4	514031	Cutting, punching, and press machine setters, operators, and tenders, metal and plastic	4	T	1171
4	514033	Grinding, lapping, polishing, buffing mach tool setters, operators and tenders, metal and plastic	4	T	1173
4	51403X	Machine tool cutting setters, operators, and tenders, metal and plastic	3	T	1170
4	514041	Machinists	4	T	1177
4	51404X	Machinists	3	T	1176
4	514051	Metal-refining furnace operators and tenders	4	T	1179
4	51405X	Metal furnace operators, tenders, pourers, and casters	3	T	1178
4	514071	Foundry mold and coremakers	4	T	1185
4	514072	Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic	4	T	1186
4	51407X	Molders and molding machine setters, operators, and tenders, metal and plastic	3	T	1184
4	514121	Welders, cutters, solderers, and brazers	4	T	1192
4	514122	Welding, soldering, and brazing machine setters, operators, and tenders	4	T	1193
4	51412X	Welding, soldering, and brazing workers	3	T	1191
4	514191	Heat treating equipment setters, operators, and tenders, metal and plastic	4	T	1195
4	51419X	Miscellaneous metalworkers and plastic workers	3	T	1194
4	514XXX	Metal workers and plastic workers	2	T	1162
4	515112	Printing press operators	4	T	1203
4	51511X	Printing workers	3	T	1201
4	5151XX	Printing workers	3	T	1200
4	516011	Laundry and dry-cleaning workers	4	T	1207
4	51601X	Laundry and dry-cleaning workers	3	T	1206
4	516041	Shoe and leather workers and repairers	4	T	1213
4	51604X	Shoe and leather workers	3	T	1212
4	516093	Upholsterers	4	T	1226
4	51609X	Miscellaneous textile, apparel, and furnishings workers	3	T	1223
4	516XXX	Textile, apparel, and furnishings workers	2	T	1205
4	517021	Furniture finishers	4	T	1232
4	51702X	Furniture finishers	3	T	1231
4	517041	Sawing machine setters, operators, and tenders, wood	4	T	1237
4	517042	Woodworking machine setters, operators, and tenders, except sawing	4	T	1238
4	51704X	Woodworking machine setters, operators, and tenders	3	T	1236
4	517XXX	Woodworkers	2	T	1228
4	518013	Power plant operators	4	T	1245
4	51801X	Power plant operators, distributors, and dispatchers	3	T	1242
4	518021	Stationary engineers and boiler operators	4	T	1247
4	51802X	Stationary engineers and boiler operators	3	T	1246
4	518031	Water and wastewater treatment plant and system operators	4	T	1249
4	51803X	Water and wastewater treatment plant and system operators	3	T	1248
4	518091	Chemical plant and system operators	4	T	1251
4	518093	Petroleum pump system operators, refinery operators, and gaugers	4	T	1253
4	51809X	Miscellaneous plant and system operators	3	T	1250
4	518XXX	Plant and system operators	2	T	1241
4	519011	Chemical equipment operators and tenders	4	T	1257
4	519012	Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders	4	T	1258
4	51901X	Chemical processing machine setters, operators, and tenders	3	T	1256
4	519021	Crushing, grinding, and polishing machine setters, operators, and tenders	4	T	1260
4	519023	Mixing and blending machine setters, operators, and tenders	4	T	1262
4	51902X	Crushing, grinding, polishing, mixing, and blending workers	3	T	1259
4	519032	Cutting and slicing machine setters, operators, and tenders	4	T	1265
4	51903X	Cutting workers	3	T	1263
4	519041	Extruding, forming, pressing, and compacting machine setters, operators, and tenders	4	T	1267
4	51904X	Extruding, forming, pressing, and compacting machine setters, operators, and tenders	3	T	1266
4	519061	Inspectors, testers, sorters, samplers, and weighers	4	T	1271
4	51906X	Inspectors, testers, sorters, samplers, and weighers	3	T	1270
4	519071	Jewelers and precious stone and metal workers	4	T	1273
4	51907X	Jewelers and precious stone and metal workers	3	T	1272
4	519111	Packaging and filling machine operators and tenders	4	T	1279
4	51911X	Packaging and filling machine operators and tenders	3	T	1278
4	519122	Painters, transportation equipment	4	T	1282
4	51912X	Painting workers	3	T	1280
4	519196	Paper goods machine setters, operators, and tenders	4	T	1294
4	519198	Helpers--production workers	4	T	1296
4	51919X	Miscellaneous production workers	3	T	1288
4	519XXX	Other production occupations	2	T	1255
4	51XXXX	Production occupations	1	T	1130
4	531021	First-line supervisors of helpers, laborers, and material movers, hand	4	T	1303
4	53102X	First-line supervisors of helpers, laborers, and material movers, hand	3	T	1302
4	531031	First-line supervisors of transportation and material-moving machine and vehicle operators	4	T	1305
4	53103X	First-line supervisors of transportation and material-moving machine and vehicle operators	3	T	1304
